,instructor,course,term,avg_grade,avg_hours,student_learning_rating,course_structure_rating,class_environment_rating,num_enrolled,resp_rate
218,"Semendeferi, Ekaterini",ANBI 140   - Evolution of Human Brain       (A),WI11,,2.85 (B-),6.79,-1.0,-1.0,-1,-0.01
219,"Semendeferi, Ekaterini",ANBI 140 - Evolution of Human Brain       (A),FA09,,2.87 (B-),4.42,-1.0,-1.0,-1,-0.01
220,"Semendeferi, Ekaterini",ANBI 140 - Evolution of Human Brain       (A),SP08,,2.99 (B-),4.5,-1.0,-1.0,-1,-0.01
221,"Gagneux, Pascal",ANBI 141 - The Evolution of Human Diet (A00),FA23,3.17,5.08,4.72,4.71,4.78,218,0.2982
222,"Wilder, Linnea Lorene",ANBI 143 - The Human Skeleton (A00),WI24,3.43,4.08,4.69,4.78,4.76,38,0.3421
223,"Noel, Geoffroy Pierre Jean",ANBI 143GS - The Human Skeleton in Paris (A00),S123,3.52,8.13,4.74,4.56,4.75,26,0.6154000000000001
224,"Wilder, Linnea Lorene",ANBI 144 - Human Anatomy (A00),SP24,2.8,4.73,4.36,4.29,4.64,69,0.3333
225,"Noel, Geoffroy Pierre Jean",ANBI 144GS - The Human Anatomy in Paris (A00),S123,3.52,8.00,4.85,4.72,4.77,26,0.5769
226,"Hrvoj Mihic, Branka",ANBI 145 - Bioarchaeology (A00),FA23,2.71,5.00,4.67,4.38,4.79,23,0.2609
227,"Non, Amy L",ANBI 149 - Social/Behavioral Epigenetics (A00),SP24,3.82,3.80,4.9,4.87,4.92,13,0.7692
228,"Hrvoj Mihic, Branka",ANBI 159 - Biological&Cult Persptv/Intell (A00),WI24,2.37,5.00,4.64,4.71,4.82,19,0.36840000000000006
229,"Wilder, Linnea Lorene",ANBI 173 - How Monkeys See the World (A00),SP24,3.66,2.76,4.57,4.52,4.78,70,0.2429
230,"Strum, Shirley C.",ANBI 174 - Conservation/ Media: Film Lab (A),SP19,,-1,2.5,-1.0,-1.0,-1,-0.01
231,"Hrvoj Mihic, Branka",ANBI 175 - Evidence for Early Ancestors (A00),FA23,3.0,6.67,4.67,4.67,4.58,10,0.3
232,"Bialecki, Jon Anthony",ANSC 100 - Spec Top/Socio-Cultural Anthro (A00),SP24,3.67,4.08,4.67,4.49,4.63,37,0.3514
233,"Jenkins, Janis A.",ANSC 100 - Spec Top/Socio-Cultural Anthro (A00),WI24,3.43,5.25,4.88,4.66,4.71,13,0.6154000000000001
234,"Yeh, Rihan Wen Xin",ANSC 100 - Spec Top/Socio-Cultural Anthro (A00),FA23,3.25,7.50,4.27,4.0,4.4,12,0.3333
235,"Sloane, Julia Kathryn",ANSC 101 - Aging: Culture&Health/Hum Dev (A00),SP24,3.71,3.57,4.71,4.66,4.78,42,0.35710000000000003
236,"Kang, Byung Chu",ANSC 105GS - Global Health and Inequality (A00),S123,4.0,6.00,4.95,4.8,4.85,14,0.35710000000000003
237,"Martin Sandino, Amanda Maria Yoland",ANSC 117 - Transgenderisms (A00),SP24,4.0,4.71,4.43,4.38,4.46,20,0.35000000000000003
238,"Bialecki, Jon Anthony",ANSC 120 - Religion and Culture (A00),S223,3.41,7.00,4.35,4.3,4.4,36,0.1389
239,"Sloane, Julia Kathryn",ANSC 121 - Psychological Anthropology (A00),FA23,3.65,5.29,4.03,4.02,4.29,55,0.3091
240,"Yeh, Rihan Wen Xin",ANSC 122 - Language in Society (A00),WI24,3.0,5.80,4.55,4.38,4.64,29,0.3448
241,"Bialecki, Jon Anthony",ANSC 124 - Cultural Anthropology (A00),FA23,3.35,5.71,4.36,4.26,4.52,28,0.25
242,"Brenner, Suzanne A","ANSC 125 - Gender, Sexuality, & Society (A00)",WI24,3.6,4.25,4.58,4.3,4.55,60,0.4
243,"Kang, Byung Chu","ANSC 125GS - Gender, Sexuality, & Society (A00)",S123,4.0,6.25,4.94,4.75,4.88,14,0.2857
244,"Toro Uribe, Fabian Humberto",ANSC 135 - Indigenous Peoples/Latin Amer. (A00),WI24,3.17,4.87,4.54,4.49,4.68,31,0.4839
245,"Stewart, Alexander B",ANSC 137 - Chinese Popular Religion (A00),SP24,3.58,4.36,4.5,4.31,4.52,42,0.619
246,"Parish, Steven Martin",ANSC 138 - Cultural Design Practicum (A00),SP24,4.0,3.00,4.5,4.25,4.58,21,0.1429
247,"Csordas, Thomas J.",ANSC 139 - Native American Health (A00),WI24,3.44,3.00,4.67,4.5,4.52,20,0.3
248,"Stone, Annika Britt",ANSC 142 - Anthropology of Latin America (A00),SP24,3.31,5.15,4.66,4.69,4.81,38,0.3421
249,"Chalmiers, Morgen Angela",ANSC 144 - Immigrant and Refugee Health (A00),S223,2.95,6.88,4.06,3.78,4.13,50,0.16
250,"Stewart, Alexander B",ANSC 147 - Global Health and Environment (A00),SP24,3.42,5.24,4.74,4.53,4.61,35,0.4857
251,"Olivas Hernandez, Olga Lid",ANSC 148 - Global Health&Cultrl Diversity (A00),SP24,3.63,4.33,4.68,4.35,4.75,42,0.2143
252,"Walkover, Lillian B",ANSC 148 - Global Health&Cultrl Diversity (A00),WI24,2.8,4.87,4.2,4.3,4.51,20,0.75
253,"Wilson, Brenda K",ANSC 148 - Global Health&Cultrl Diversity (A00),FA23,3.26,6.53,4.2,4.02,4.36,52,0.6923
254,"Olivas Hernandez, Olga Lid",ANSC 148 - Global Health&Cultrl Diversity (A00),S123,3.67,6.67,4.61,4.47,4.66,12,0.75
255,"Sloane, Julia Kathryn",ANSC 150 - Culture and Mental Health (A00),WI24,3.79,4.20,4.73,4.45,4.6,35,0.2857
256,"Ismail, Ramsey",ANSC 150 - Culture and Mental Health (A00),S123,2.94,7.62,4.23,4.14,4.46,41,0.5366
257,"Stewart, Alexander B",ANSC 164 - Intro to Medical Anthropology (A00),WI24,3.47,4.16,4.36,4.11,4.46,34,0.5588000000000001
258,"Varma, Saiba",ANSC 164 - Intro to Medical Anthropology (A00),FA23,3.37,5.59,4.62,4.45,4.73,39,0.43590000000000007
259,"Parish, Steven Martin",ANSC 166 - Film and Culture in Asia (A00),S223,3.83,5.00,-1.0,-1.0,-1.0,35,0.0857
260,"Fortier, Jana",ANSC 169 - Culture & Envr/Resrch Sem/Prac (A00),FA23,3.28,6.67,4.5,4.83,4.67,23,0.1304
261,"Brenner, Suzanne A",ANSC 173 - Ethnography in Practice (A00),WI24,3.86,5.00,5.0,4.85,4.95,11,0.4545
262,"Dwyer, Rose Smucker",ANSC 180 - Capitalism & Gender (A00),S223,3.43,6.36,4.49,4.34,4.55,17,0.6470999999999999
263,"Fortier, Jana","ANSC 184 - Food, Culture, and Society (A00)",WI24,3.79,4.85,4.5,4.52,4.56,38,0.36840000000000006
264,"Hankins, Joseph D.",ANSC 186 - Gender and Incarceration (A00),SP24,3.92,4.11,4.89,4.69,5.0,29,0.3103
265,"Jassal, Aftab",ANSC 188 - Cultures of Healing (A00),WI24,3.92,3.69,4.63,4.51,4.52,39,0.7436
266,"Jassal, Aftab",ANSC 188 - Cultures of Healing (B00),S223,3.55,5.00,4.59,4.59,4.36,21,0.5238
267,"Jassal, Aftab",ANSC 190 - Yoga Practices (A00),FA23,3.59,5.67,4.39,4.28,4.33,50,0.6
268,"Lewis, Leslie R",ANSC 190GS - Medicine&Healing in South Asia (A00),S123,4.0,5.59,4.96,4.94,4.93,20,0.85
269,"Pedersen, David",ANSC 193 - Capitalism and Nature (A00),FA23,3.37,5.43,4.19,3.5,4.38,59,0.3898
270,"Jassal, Aftab",ANTH 1 - Introduction to Culture (A00),FA23,3.7,5.13,4.21,4.19,4.33,140,0.55
271,"Hallingstad Obrien, Dylan Jam",ANTH 1 - Introduction to Culture (A00),S123,3.54,5.63,4.21,4.38,4.65,39,0.6154000000000001
272,"Marchetto, Maria Carolina",ANTH 2 - Human Origins (A00),SP24,3.53,3.63,4.45,4.44,4.55,154,0.2078
273,"Wilder, Linnea Lorene",ANTH 2 - Human Origins (A00),FA23,3.17,5.47,4.24,4.19,4.41,250,0.47200000000000003
274,"Hrvoj Mihic, Branka",ANTH 2 - Human Origins (A00),S123,2.75,6.88,4.34,4.41,4.5,34,0.2353
275,"Stroth, Luke Reyneri",ANTH 3 - Global Archaeology (A00),SP24,3.58,3.32,4.45,4.54,4.63,93,0.4839
276,"Stroth, Luke Reyneri",ANTH 3 - Global Archaeology (A00),S223,3.58,6.67,4.25,4.42,4.67,19,0.15789999999999998
277,"Yeh, Rihan Wen Xin",ANTH 4 - Words/Worlds/Intro to AN/Lang (A00),FA23,3.29,6.19,3.56,3.66,4.39,118,0.5
278,"Semendeferi, Ekaterini",ANTH 5 - The Human Machine (A00),WI24,3.16,5.55,4.77,4.41,4.57,16,0.6875
279,"Stewart, Alexander B",ANTH 10 - Climate Justice (A00),SP24,3.56,4.00,4.21,4.26,4.54,69,0.39130000000000004
280,"Stewart, Alexander B",ANTH 10 - Climate Justice (A00),FA23,3.58,5.56,3.87,3.85,4.4,237,0.6793000000000001
281,"Stone, Annika Britt",ANTH 21 - Race and Racisms (A00),SP24,3.6,3.27,4.4,4.34,4.49,154,0.3312
282,"Stone, Annika Britt",ANTH 21 - Race and Racisms (A00),WI24,3.58,3.30,4.35,4.3,4.47,338,0.5592
283,"Stone, Annika Britt",ANTH 21 - Race and Racisms (A00),FA23,3.58,5.20,4.28,4.29,4.58,360,0.6222
284,"Rodriguez, Eric Andrew",ANTH 21 - Race and Racisms (A00),S223,3.41,5.77,4.73,4.63,4.74,60,0.21670000000000003
285,"Stone, Annika Britt",ANTH 21 - Race and Racisms (A00),SP23,3.58,5.28,4.41,4.42,4.61,145,0.6207
286,"Toro Uribe, Fabian Humberto",ANTH 23 - Debating Multiculturalism (A00),SP24,3.57,4.33,4.46,4.53,4.69,69,0.3043
287,"Stewart, Alexander B",ANTH 23 - Debating Multiculturalism (A00),WI24,3.74,3.55,4.29,4.23,4.56,161,0.4969
288,"Stewart, Alexander B",ANTH 23 - Debating Multiculturalism (A00),FA23,3.74,5.53,4.08,4.13,4.34,212,0.7547
289,"Willford, Rabindra Clinton",ANTH 23 - Debating Multiculturalism (A00),S123,3.85,6.07,4.23,4.13,4.4,38,0.36840000000000006
290,"Pedersen, David",ANTH 24 - Mapping Capitalism (A00),SP24,3.48,2.85,4.59,4.56,4.69,39,0.359
291,"Jassal, Aftab",ANTH 45 - Wisdom and Ecstasy (A00),WI24,3.84,3.47,4.61,4.44,4.4,27,0.6296
292,"Varma, Saiba",ANTH 87 - Freshman Seminar (A00),WI24,,1.40,5.0,4.94,4.85,11,0.4545
293,"Jordan, David K.",ANTH 87 - Freshman Seminar (A00),FA23,,5.00,4.58,4.4,4.2,12,0.25
294,"Jordan, David K.",ANTH 87 - Freshman Seminar (B00),FA23,,4.50,4.45,4.45,4.36,13,0.7692
295,"Goldstein, Paul S",ANTH 101 - Foundations/Social Complexity (B00),FA23,3.48,5.75,3.99,4.01,4.32,74,0.27030000000000004
296,"Algaze, Guillermo",ANTH 101 - Foundations/Social Complexity (A00),S123,3.64,5.00,4.55,4.55,4.8,19,0.2632
297,"Wilder, Linnea Lorene",ANTH 102 - Humans Are Cultural Animals (A00),WI24,3.54,3.67,4.47,4.35,4.58,75,0.2
298,"Wilder, Linnea Lorene",ANTH 102 - Humans Are Cultural Animals (A00),S123,3.54,7.50,4.75,4.81,4.88,10,0.4
299,"Parish, Steven Martin",ANTH 103 - Sociocultural Anthropology (A00),SP24,3.87,4.55,3.97,3.88,4.42,93,0.24730000000000002
300,"Rabinowitz, Dan","ANTH 105 - Climate Change, Race,& Inequal (A00)",SP24,3.36,3.00,3.97,4.07,4.35,70,0.5143
301,"Bialecki, Jon Anthony","ANTH 105 - Climate Change, Race,& Inequal (B00)",FA23,3.52,5.00,4.09,3.81,4.35,52,0.28850000000000003
302,"Stewart, Alexander B","ANTH 105 - Climate Change, Race,& Inequal (A00)",S123,3.29,9.17,4.65,4.71,4.87,51,0.1176
303,"Sloane, Julia Kathryn",ANTH 106 - Climate and Civilization (A00),WI24,3.56,3.00,4.5,4.58,4.56,29,0.3448
304,"Jones, Ian William Nasser","ANTH 107 - Dsgn:Disasters,Emerg,Weather (B)",WI23,,3.66 (B+),4.86,-1.0,-1.0,-1,-0.01
305,"Jones, Ian William Nasser","ANTH 107 - Dsgn:Disasters,Emerg,Weather (A)",SP22,,3.89 (A-),5.3,-1.0,-1.0,-1,-0.01
306,"Sloane, Julia Kathryn","ANTH 108 - IndigPpls, Develop,& ClimChng (A00)",FA23,3.55,5.91,4.77,4.62,4.84,31,0.35479999999999995
307,"Rivera-Collazo, Isabel C","ANTH 109 - ClimChng,CultHertage,&Vulnrabl (A00)",FA23,3.55,6.25,4.6,4.14,4.46,37,0.5405
308,"Parish, Steven Martin",ANTH 110 - The Climate Change Seminar (A00),WI24,3.98,3.80,4.32,4.32,4.42,17,0.29410000000000003
309,"Bialecki, Jon Anthony",ANTH 111 - Religion&Ecology/Anthropocene (A00),WI24,3.63,4.00,4.5,4.43,4.53,39,0.2564
310,"Parish, Steven Martin",ANTH 120 - Climate Change California (A00),SP24,4.0,3.50,3.19,3.73,4.56,27,0.1481
311,"Lewis, Leslie R",ANTH 128A - CAS: Community Engaged Resrch (A00),WI24,3.84,6.33,4.88,4.67,4.81,8,0.75
312,"Lewis, Leslie R",ANTH 128B - CAS: Capstone Project (A00),SP24,3.84,6.60,4.85,4.85,4.89,6,0.8333
313,"Varma, Saiba",ANTH 192 - Senior Seminar in Anthropology (A),SP23,,-1,1.0,-1.0,-1.0,-1,-0.01
314,"Kaiser, Bronwyn Nicole",ANTH 192 - Senior Seminar in Anthropology (A),FA22,,-1,0.5,-1.0,-1.0,-1,-0.01
315,"Non, Amy L",ANTH 192 - Senior Seminar in Anthropology (A),FA22,,-1,0.5,-1.0,-1.0,-1,-0.01
316,"Non, Amy L",ANTH 192 - Senior Seminar in Anthropology (A),SP21,,-1,0.5,-1.0,-1.0,-1,-0.01
317,"Jenkins, Janis A.",ANTH 192 - Senior Seminar in Anthropology (B),SP21,,-1,0.5,-1.0,-1.0,-1,-0.01
318,"Semendeferi, Ekaterini",ANTH 192 - Senior Seminar in Anthropology (A),SP19,,-1,1.0,-1.0,-1.0,-1,-0.01
319,"Semendeferi, Ekaterini",ANTH 192 - Senior Seminar in Anthropology (A),SP18,,-1,1.75,-1.0,-1.0,-1,-0.01
320,"Varma, Saiba",ANTH 196A - Honors Studies in Anthropology (A00),FA23,3.94,8.00,5.0,4.95,4.89,14,0.35710000000000003
321,"Non, Amy L",ANTH 196B - Honors Studies in Anthropology (A),WI22,,-1,5.83,-1.0,-1.0,-1,-0.01
322,"Non, Amy L",ANTH 196B - Honors Studies in Anthropology (A),WI21,,-1,6.5,-1.0,-1.0,-1,-0.01
323,"Semendeferi, Ekaterini",ANTH 196B - Honors Studies in Anthropology (A),WI19,,-1,9.83,-1.0,-1.0,-1,-0.01
324,"Varma, Saiba",ANTH 196C - Honors Studies in Anthropology (A00),SP24,4.0,5.67,5.0,5.0,5.0,10,0.3
325,"Sah, Robert Lie-Yuan",BENG 1 - Introduction to Bioengineering (A00),WI24,,3.94,3.95,3.84,4.47,102,0.4608
326,"Khojah, Reem I",BENG 1 - Introduction to Bioengineering (A00),FA23,,3.06,4.24,4.14,4.41,85,0.5765
327,"Khojah, Reem I",BENG 2 - Intro Computer Prog & MATLAB (A00),FA23,2.96,7.50,3.61,3.44,4.25,22,0.8181999999999999
328,"Sah, Robert Lie-Yuan",BENG 87 - Freshman Seminar (A00),SP24,,1.29,4.42,4.65,4.68,17,0.4118
329,"Sah, Robert Lie-Yuan",BENG 87 - Freshman Seminar (B00),SP24,,1.25,4.82,4.62,4.48,13,0.6923
330,"Omens, Jeffrey Howard",BENG 87 - Freshman Seminar (C00),SP24,,1.00,4.26,4.52,4.56,15,0.6
331,"Omens, Jeffrey Howard",BENG 87 - Freshman Seminar (A00),FA23,,0.00,4.44,4.61,4.71,20,0.45
332,"Alexandrov, Ludmil B",BENG 100 - Intro to Prob & Stats for BENG (A00),SP24,3.09,6.06,3.88,3.66,4.27,89,0.4045
333,"Taylor Amos, Alyssa C",BENG 100 - Intro to Prob & Stats for BENG (A00),FA23,3.43,7.35,4.54,4.51,4.88,30,0.5667
334,"Taylor Amos, Alyssa C",BENG 100 - Intro to Prob & Stats for BENG (A00),S223,3.43,8.75,4.81,4.81,4.81,10,0.4
335,"Chapelin, Fanny",BENG 102 - Moleculr Components Living Sys (A00),SP24,2.91,4.68,3.85,3.78,4.54,40,0.625
336,"Engler, Adam J.",BENG 102 - Moleculr Components Living Sys (A00),SP23,3.3,5.42,3.98,3.98,4.23,52,0.23079999999999998
337,"Fraley, Stephanie I.",BENG 103B - Bioengineering Mass Transfer (A00),SP24,3.12,6.67,4.15,4.26,4.42,110,0.7545000000000001
338,"Khojah, Reem I",BENG 103B - Bioengineering Mass Transfer (A00),WI24,2.88,7.89,4.11,3.97,4.42,9,1.0
339,"Mc Culloch, Andrew Douglas",BENG 110 - Muskoloskeletal Biomechanics (A00),FA23,3.46,7.02,3.88,3.8,4.25,69,0.8261000000000001
340,"Valdez-Jasso, Daniela",BENG 112A - Soft Tissue Biomechanics (A00),WI24,2.82,6.35,4.29,4.09,4.32,66,0.9394
341,"Shi, Lingyan",BENG 112B - Fluid and Cell Biomechanics (A00),SP24,3.37,6.30,3.73,3.6,3.91,56,0.4107
342,"Wheeler, Bruce Christopher",BENG 119A - Design Develop.in Biomechanics (A),FA22,,3.78 (A-),4.5,-1.0,-1.0,-1,-0.01
343,"Wheeler, Bruce Christopher",BENG 119A - Design Develop.in Biomechanics (A),FA21,,-1,4.5,-1.0,-1.0,-1,-0.01
344,"Wheeler, Bruce Christopher",BENG 119A - Design Develop.in Biomechanics (A),FA20,,3.78 (A-),1.5,-1.0,-1.0,-1,-0.01
345,"Wheeler, Bruce Christopher",BENG 119A - Design Develop.in Biomechanics (A),FA19,,-1,8.5,-1.0,-1.0,-1,-0.01
346,"Wheeler, Bruce Christopher",BENG 119A - Design Develop.in Biomechanics (A),FA17,,3.88 (A-),1.7,-1.0,-1.0,-1,-0.01
347,"Cabrales, Pedro",BENG 119A - Design Develop.in Biomechanics (A),FA16,,-1,4.5,-1.0,-1.0,-1,-0.01
348,"Wheeler, Bruce Christopher",BENG 119A - Design Develop.in Biomechanics (A),FA16,,-1,4.5,-1.0,-1.0,-1,-0.01
349,"Cabrales, Pedro",BENG 119A - Design Develop.in Biomechanics (A),FA15,,-1,6.5,-1.0,-1.0,-1,-0.01
350,"Sah, Robert Lie-Yuan",BENG 119A - Design Develop.in Biomechanics (A),FA15,,-1,6.5,-1.0,-1.0,-1,-0.01
351,"Cabrales, Pedro",BENG 119A - Design Develop.in Biomechanics (A),FA14,,-1,6.5,-1.0,-1.0,-1,-0.01
352,"Cabrales, Pedro",BENG 119A - Design Develop.in Biomechanics (A),FA13,,-1,5.17,-1.0,-1.0,-1,-0.01
353,"Micou, Melissa Kurtis",BENG 119A - Design Develop.in Biomechanics (A),FA12,,3.75 (A-),6.79,-1.0,-1.0,-1,-0.01
354,"Watson, John Thomas",BENG 119A - Design Develop.in Biomechanics (A),FA12,,3.75 (A-),7.83,-1.0,-1.0,-1,-0.01
355,"Cabrales, Pedro",BENG 119A  - Design Develop.in Biomechanics (A),FA11,,3.58 (B+),9.5,-1.0,-1.0,-1,-0.01
356,"Mc Culloch, Andrew Douglas",BENG 119A  - Design Develop.in Biomechanics (A),FA10,,-1,7.17,-1.0,-1.0,-1,-0.01
357,"Engler, Adam J.",BENG 119A  - Design Develop.in Biomechanics (A),FA09,,-1,7.5,-1.0,-1.0,-1,-0.01
358,"Taylor Amos, Alyssa C",BENG 119B - Design Implmntatn Biomechanics (A),WI23,,3.87 (A-),6.1,-1.0,-1.0,-1,-0.01
359,"Wheeler, Bruce Christopher",BENG 119B - Design Implmntatn Biomechanics (A),WI23,,3.87 (A-),6.1,-1.0,-1.0,-1,-0.01
360,"Wheeler, Bruce Christopher",BENG 119B - Design Implmntatn Biomechanics (A),WI22,,-1,9.7,-1.0,-1.0,-1,-0.01
361,"Wheeler, Bruce Christopher",BENG 119B - Design Implmntatn Biomechanics (A),WI20,,-1,8.5,-1.0,-1.0,-1,-0.01
362,"Wheeler, Bruce Christopher",BENG 119B - Design Implmntatn Biomechanics (A),WI18,,4.00 (A),3.7,-1.0,-1.0,-1,-0.01
363,"Cabrales, Pedro",BENG 119B - Design Implmntatn Biomechanics (A),WI17,,-1,5.5,-1.0,-1.0,-1,-0.01
364,"Wheeler, Bruce Christopher",BENG 119B - Design Implmntatn Biomechanics (A),WI17,,-1,5.5,-1.0,-1.0,-1,-0.01
365,"Micou, Melissa Kurtis",BENG 119B - Design Implmntatn Biomechanics (A),WI13,,3.98 (A-),10.83,-1.0,-1.0,-1,-0.01
366,"Watson, John Thomas",BENG 119B - Design Implmntatn Biomechanics (A),WI13,,3.98 (A-),10.5,-1.0,-1.0,-1,-0.01
367,"Cabrales, Pedro",BENG 119B  - Design Implmntatn Biomechanics (A),WI12,,3.61 (B+),10.1,-1.0,-1.0,-1,-0.01
368,"Mc Culloch, Andrew Douglas",BENG 119B  - Design Implmntatn Biomechanics (A),WI11,,-1,11.83,-1.0,-1.0,-1,-0.01
369,"Huang, Xiaohua",BENG 120 - Org Chem-Structural & Design (A00),WI24,3.92,5.00,4.04,4.14,4.53,54,0.3148
370,"Cauwenberghs, Gert",BENG 122A - Biosystems and Control (A00),FA23,3.54,8.81,4.01,3.96,4.41,76,0.2763
371,"Palsson, Bernhard O.",BENG 123 - Dynamic Simulatn in Bioeng (A00),WI24,3.07,11.65,3.79,3.7,4.15,55,0.5636
372,"Hasty, Jeff M",BENG 125 - Modeling & Computatio/Bioengr (A00),SP24,3.47,6.19,3.94,3.92,4.19,174,0.1839
373,"Taylor Amos, Alyssa C",BENG 126A - Design Dev Bioinformatics BENG (A00),FA23,3.94,5.63,3.5,3.83,4.3,40,0.2
374,"Taylor Amos, Alyssa C",BENG 126B - Design Implmnt Informatcs BENG (A00),WI24,3.92,5.00,4.39,4.14,4.35,41,0.17070000000000002
375,"Taylor Amos, Alyssa C",BENG 127A - Design Dev.Molec. Systems BENG (A00),FA23,4.0,8.33,-1.0,-1.0,-1.0,6,0.5
376,"Wheeler, Bruce Christopher",BENG 127B - Design Implmnt Molec.Syst BENG (A),WI22,,-1,6.5,-1.0,-1.0,-1,-0.01
377,"Wheeler, Bruce Christopher",BENG 127B - Design Implmnt Molec.Syst BENG (A),WI21,,3.92 (A-),7.61,-1.0,-1.0,-1,-0.01
378,"Fraley, Stephanie I.",BENG 127B - Design Implmnt Molec.Syst BENG (A),WI17,,-1,8.5,-1.0,-1.0,-1,-0.01
379,"Wang, Yingxiao",BENG 127B - Design Implmnt Molec.Syst BENG (A),WI17,,-1,8.5,-1.0,-1.0,-1,-0.01
380,"Wheeler, Bruce Christopher",BENG 127B - Design Implmnt Molec.Syst BENG (A),WI17,,-1,8.5,-1.0,-1.0,-1,-0.01
381,"Cauwenberghs, Gert",BENG 127B - Design Implmnt Molec.Syst BENG (A),WI14,,-1,4.5,-1.0,-1.0,-1,-0.01
382,"Engler, Adam J.",BENG 127B - Design Implmnt Molec.Syst BENG (A),WI14,,-1,0.5,-1.0,-1.0,-1,-0.01
383,"Christman, Karen",BENG 127B - Design Implmnt Molec.Syst BENG (A),WI13,,-1,6.5,-1.0,-1.0,-1,-0.01
384,"Hasty, Jeff M",BENG 127B  - Design Implmnt Molec.Syst BENG (A),WI11,,-1,13.83,-1.0,-1.0,-1,-0.01
385,"Sung, Lanping Amy",BENG 127B  - Design Implmnt Molec.Syst BENG (A),WI10,,-1,13.83,-1.0,-1.0,-1,-0.01
386,"Wheeler, Bruce Christopher",BENG 128A - Design Dev.Genetc Circuit BENG (A),FA17,,3.85 (A-),6.5,-1.0,-1.0,-1,-0.01
387,"Cauwenberghs, Gert",BENG 128A - Design Dev.Genetc Circuit BENG (A),FA16,,-1,12.5,-1.0,-1.0,-1,-0.01
388,"Wheeler, Bruce Christopher",BENG 128A - Design Dev.Genetc Circuit BENG (A),FA16,,-1,12.5,-1.0,-1.0,-1,-0.01
389,"Cabrales, Pedro",BENG 128A - Design Dev.Genetc Circuit BENG (A),FA15,,-1,11.5,-1.0,-1.0,-1,-0.01
390,"Palsson, Bernhard O.",BENG 128A - Design Dev.Genetc Circuit BENG (A),FA15,,-1,11.5,-1.0,-1.0,-1,-0.01
391,"Varghese, Shyni",BENG 128A  - Design Dev.Genetc Circuit BENG (A),FA08,,-1,4.5,-1.0,-1.0,-1,-0.01
392,"Wheeler, Bruce Christopher",BENG 128B - Design Implmnt Genetic Circuit (A),WI18,,4.00 (A),9.75,-1.0,-1.0,-1,-0.01
393,"Cauwenberghs, Gert",BENG 128B - Design Implmnt Genetic Circuit (A),WI17,,-1,10.5,-1.0,-1.0,-1,-0.01
394,"Wheeler, Bruce Christopher",BENG 128B - Design Implmnt Genetic Circuit (A),WI17,,-1,10.5,-1.0,-1.0,-1,-0.01
395,"Cabrales, Pedro",BENG 128B - Design Implmnt Genetic Circuit (A),WI15,,-1,7.17,-1.0,-1.0,-1,-0.01
396,"Wang, Yingxiao",BENG 128B - Design Implmnt Genetic Circuit (A),WI15,,-1,7.17,-1.0,-1.0,-1,-0.01
397,"Zhong, Sheng",BENG 128B - Design Implmnt Genetic Circuit (A),WI15,,-1,7.17,-1.0,-1.0,-1,-0.01
398,"Varghese, Shyni",BENG 128B  - Design Implmnt Genetic Circuit (A),WI09,,-1,5.5,-1.0,-1.0,-1,-0.01
399,"Wheeler, Bruce Christopher",BENG 129A - Design Develp.Cell System BENG (A),FA22,,-1,4.5,-1.0,-1.0,-1,-0.01
400,"Wheeler, Bruce Christopher",BENG 129A - Design Develp.Cell System BENG (A),FA21,,-1,6.5,-1.0,-1.0,-1,-0.01
401,"Wheeler, Bruce Christopher",BENG 129A - Design Develp.Cell System BENG (A),FA19,,3.95 (A-),5.83,-1.0,-1.0,-1,-0.01
402,"Cabrales, Pedro",BENG 129A - Design Develp.Cell System BENG (A),FA15,,-1,5.83,-1.0,-1.0,-1,-0.01
403,"Engler, Adam J.",BENG 129A - Design Develp.Cell System BENG (A),FA15,,-1,5.83,-1.0,-1.0,-1,-0.01
404,"Mali, Prashant Gulab Ram",BENG 129A - Design Develp.Cell System BENG (A),FA15,,-1,5.83,-1.0,-1.0,-1,-0.01
405,"Cabrales, Pedro",BENG 129A - Design Develp.Cell System BENG (A),FA14,,-1,6.5,-1.0,-1.0,-1,-0.01
406,"Schmid-Schoenbein, Geert W",BENG 129A - Design Develp.Cell System BENG (A),FA14,,-1,6.5,-1.0,-1.0,-1,-0.01
407,"Chien, Shu",BENG 129A - Design Develp.Cell System BENG (A),FA12,,-1,4.5,-1.0,-1.0,-1,-0.01
408,"Schmid-Schoenbein, Geert W",BENG 129A  - Design Develp.Cell System BENG (A),FA09,,-1,7.17,-1.0,-1.0,-1,-0.01
409,"Christman, Karen",BENG 129A  - Design Develp.Cell System BENG (A),FA08,,-1,7.0,-1.0,-1.0,-1,-0.01
410,"Mc Culloch, Andrew Douglas",BENG 129A  - Design Develp.Cell System BENG (A),FA07,,-1,6.5,-1.0,-1.0,-1,-0.01
411,"Taylor Amos, Alyssa C",BENG 129B - Design Implmnt Cell Systm BENG (A00),WI24,4.0,9.00,4.64,4.7,-1.0,12,0.3333
412,"Subramaniam, Shankar",BENG 130 - Biotech Thermodynamics & Kinet (A00),WI24,3.54,6.82,3.74,3.59,4.36,147,0.3946
413,"Morar, Vikash Nagin",BENG 130 - Biotech Thermodynamics & Kinet (A00),S123,3.59,7.50,4.43,4.53,4.58,11,0.9091
414,"Mali, Prashant Gulab Ram",BENG 133 - Numerical Analys-Computatn Eng (A00),SP24,3.61,5.76,4.35,4.3,4.52,23,0.9565000000000001
